Male_ID,Group_ID,Collection_date,Hydroyear,T3_conc,GC_conc,Season,Rainfall,Tav,Group_size,Hierarchy_stability,T3_storage,GC_storage,Age,Alpha_status,Ordinal_rank,Consortships,Aggression,Genetic_ancestry,,,,,,,,,,,,
201,N,6/29/2011,2011,103.86,78.59,long dry,0.00,22.90,20,stable,9.90,1.05,12.76,non-alpha,6,0.00,0.12,0.524,,,,,,,,,,,,
194,N,6/29/2011,2011,113.06,72.85,long dry,0.00,22.90,20,stable,9.90,1.05,16.37,non-alpha,14,2.00,-0.18,NA,,,,,,,,,,,,
113,F,7/1/2011,2011,101.51,60.50,long dry,0.00,22.40,10,stable,8.68,1.04,12.28,non-alpha,5,0.00,-0.27,0.391,,,,,,,,,,,,
45,B,7/1/2011,2011,81.47,309.67,long dry,0.00,22.40,12,unstable,8.68,1.11,9.81,non-alpha,4,2.00,0.46,0.446,,,,,,,,,,,,
154,F,7/1/2011,2011,108.91,63.93,long dry,0.00,22.40,10,stable,8.68,1.04,9.66,non-alpha,4,0.00,0.33,NA,,,,,,,,,,,,
196,B,7/1/2011,2011,101.80,55.22,long dry,0.00,22.40,12,unstable,9.89,1.04,13.85,non-alpha,10,0.00,-0.24,NA,,,,,,,,,,,,
175,N,7/2/2011,2011,99.92,84.15,long dry,0.00,22.30,20,stable,8.43,1.04,12.85,non-alpha,12,0.00,-0.20,0.285,,,,,,,,,,,,
3,N,7/5/2011,2011,82.25,45.68,long dry,0.00,22.30,20,stable,9.88,1.03,16.55,non-alpha,16,0.00,-0.20,0.421,,,,,,,,,,,,
73,F,7/5/2011,2011,56.98,35.82,long dry,0.00,22.30,10,stable,9.92,1.03,12.77,non-alpha,2,12.00,-0.27,0.642,,,,,,,,,,,,
113,F,7/6/2011,2011,71.13,136.42,long dry,0.00,22.40,10,stable,8.67,1.08,12.30,non-alpha,5,0.00,-0.27,0.391,,,,,,,,,,,,
187,F,7/6/2011,2011,41.82,49.85,long dry,0.00,22.40,10,stable,8.67,1.03,8.58,non-alpha,6,0.00,0.21,0.506,,,,,,,,,,,,
201,N,7/6/2011,2011,113.03,73.08,long dry,0.00,22.40,20,stable,9.88,1.03,12.78,non-alpha,7,21.00,0.65,0.524,,,,,,,,,,,,
93,L,7/6/2011,2011,121.60,85.19,long dry,0.00,22.40,7,unstable,9.88,1.03,21.12,non-alpha,7,0.00,-0.28,0.645,,,,,,,,,,,,
37,L,7/6/2011,2011,96.06,97.45,long dry,0.00,22.40,7,unstable,8.67,1.08,9.78,alpha,1,0.00,0.67,NA,,,,,,,,,,,,
160,B,7/7/2011,2011,62.79,57.20,long dry,0.00,22.50,12,unstable,9.87,1.08,15.12,non-alpha,6,20.00,-0.24,0.469,,,,,,,,,,,,
76,N,7/7/2011,2011,91.17,125.08,long dry,0.00,22.50,20,stable,9.87,1.08,11.33,non-alpha,3,10.00,0.40,0.699,,,,,,,,,,,,
153,L,7/8/2011,2011,109.35,77.21,long dry,0.00,22.40,7,unstable,9.87,1.03,12.53,non-alpha,3,0.00,0.02,0.555,,,,,,,,,,,,
121,M,7/8/2011,2011,114.40,79.62,long dry,0.00,22.40,7,unstable,9.87,1.03,17.96,non-alpha,6,0.00,-0.28,NA,,,,,,,,,,,,
45,B,7/11/2011,2011,84.61,165.82,long dry,0.00,22.10,12,unstable,8.65,1.07,9.84,non-alpha,4,2.00,0.46,0.446,,,,,,,,,,,,
204,B,7/11/2011,2011,89.71,58.37,long dry,0.00,22.10,12,unstable,9.86,1.07,18.56,non-alpha,11,0.00,-0.24,0.613,,,,,,,,,,,,
84,C,7/11/2011,2011,109.19,169.72,long dry,0.00,22.10,4,unstable,9.86,1.07,9.79,alpha,1,100.00,0.60,NA,,,,,,,,,,,,
37,L,7/11/2011,2011,87.51,70.55,long dry,0.00,22.10,7,unstable,8.41,1.02,9.79,alpha,1,0.00,0.67,NA,,,,,,,,,,,,
114,F,7/12/2011,2011,120.48,88.50,long dry,0.00,21.90,10,stable,8.65,1.02,8.08,non-alpha,3,51.00,0.63,0.350,,,,,,,,,,,,
3,N,7/12/2011,2011,124.00,116.14,long dry,0.00,21.90,20,stable,9.86,1.02,16.56,non-alpha,16,0.00,-0.20,0.421,,,,,,,,,,,,
76,N,7/12/2011,2011,91.01,98.46,long dry,0.00,21.90,20,stable,9.86,1.07,11.34,non-alpha,3,10.00,0.40,0.699,,,,,,,,,,,,
154,F,7/12/2011,2011,83.64,71.81,long dry,0.00,21.90,10,stable,8.65,1.07,9.69,non-alpha,4,0.00,0.33,NA,,,,,,,,,,,,
153,L,7/13/2011,2011,99.38,81.31,long dry,0.00,21.80,7,unstable,9.86,1.01,12.54,non-alpha,3,0.00,0.02,0.555,,,,,,,,,,,,
93,L,7/13/2011,2011,157.09,331.35,long dry,0.00,21.80,7,unstable,9.86,1.08,21.14,non-alpha,7,0.00,-0.28,0.645,,,,,,,,,,,,
6,M,7/13/2011,2011,80.20,51.15,long dry,0.00,21.80,7,unstable,8.40,1.01,9.04,alpha,1,0.00,0.02,NA,,,,,,,,,,,,
45,B,7/14/2011,2011,74.60,171.85,long dry,0.00,21.70,12,unstable,8.64,1.06,9.84,non-alpha,4,2.00,0.46,0.446,,,,,,,,,,,,
81,B,7/14/2011,2011,61.70,173.56,long dry,0.00,21.70,12,unstable,9.85,1.06,10.60,alpha,1,18.00,0.24,NA,,,,,,,,,,,,
112,F,7/15/2011,2011,147.36,75.18,long dry,0.00,21.60,10,stable,8.40,1.01,19.16,non-alpha,10,0.00,-0.27,0.299,,,,,,,,,,,,
114,F,7/15/2011,2011,146.44,86.64,long dry,0.00,21.60,10,stable,8.64,1.01,8.09,non-alpha,3,51.00,0.63,0.350,,,,,,,,,,,,
113,F,7/15/2011,2011,99.77,73.63,long dry,0.00,21.60,10,stable,8.64,1.01,12.32,non-alpha,5,0.00,-0.27,0.391,,,,,,,,,,,,
187,F,7/15/2011,2011,81.05,103.21,long dry,0.00,21.60,10,stable,8.40,1.01,8.60,non-alpha,6,0.00,0.21,0.506,,,,,,,,,,,,
146,L,7/16/2011,2011,150.25,53.09,long dry,0.00,21.60,7,unstable,9.85,1.06,14.72,non-alpha,5,0.00,-0.28,0.606,,,,,,,,,,,,
118,N,7/19/2011,2011,73.42,87.04,long dry,0.00,21.30,20,stable,8.39,1.00,8.58,non-alpha,4,0.00,0.28,0.373,,,,,,,,,,,,
177,N,7/19/2011,2011,66.73,77.69,long dry,0.00,21.30,20,stable,8.39,1.00,14.44,non-alpha,8,10.00,0.10,0.508,,,,,,,,,,,,
84,C,7/19/2011,2011,60.86,139.15,long dry,0.00,21.30,4,unstable,9.84,1.06,9.82,alpha,1,100.00,0.60,NA,,,,,,,,,,,,
189,F,7/20/2011,2011,83.62,117.13,long dry,0.00,21.30,10,stable,8.42,0.99,11.58,non-alpha,7,37.00,-0.27,0.313,,,,,,,,,,,,
45,B,7/20/2011,2011,58.97,79.03,long dry,0.00,21.30,12,unstable,8.63,0.99,9.86,non-alpha,4,2.00,0.46,0.446,,,,,,,,,,,,
146,L,7/21/2011,2011,162.54,105.99,long dry,0.00,21.10,7,unstable,9.84,0.99,14.74,non-alpha,5,0.00,-0.28,0.606,,,,,,,,,,,,
127,F,7/22/2011,2011,83.49,135.69,long dry,0.00,21.10,10,stable,9.97,1.04,13.99,non-alpha,9,0.00,-0.27,NA,,,,,,,,,,,,
76,N,7/26/2011,2011,123.55,102.67,long dry,0.00,21.10,20,stable,9.82,0.98,11.38,non-alpha,3,10.00,0.40,0.699,,,,,,,,,,,,
49,N,7/26/2011,2011,142.78,96.69,long dry,0.00,21.10,20,stable,8.37,0.98,11.56,non-alpha,14,13.00,-0.20,0.707,,,,,,,,,,,,
93,L,7/27/2011,2011,83.15,134.39,long dry,0.00,21.20,7,unstable,9.82,1.03,21.18,non-alpha,7,0.00,-0.28,0.645,,,,,,,,,,,,
27,B,7/27/2011,2011,49.89,97.44,long dry,0.00,21.20,12,unstable,9.96,0.98,17.40,non-alpha,8,0.00,-0.24,NA,,,,,,,,,,,,
114,F,7/29/2011,2011,48.11,42.01,long dry,0.00,21.20,10,stable,8.36,1.02,8.13,non-alpha,3,51.00,0.63,0.350,,,,,,,,,,,,
113,F,7/29/2011,2011,79.60,98.51,long dry,0.00,21.20,10,stable,8.36,0.97,12.36,non-alpha,5,0.00,-0.27,0.391,,,,,,,,,,,,
102,F,7/29/2011,2011,149.06,87.02,long dry,0.00,21.20,10,stable,8.40,0.97,9.64,alpha,1,0.00,0.03,0.476,,,,,,,,,,,,
154,F,7/29/2011,2011,93.19,65.42,long dry,0.00,21.20,10,stable,8.40,0.97,9.74,non-alpha,4,0.00,0.33,NA,,,,,,,,,,,,
150,B,8/1/2011,2011,54.33,69.28,long dry,0.00,21.50,12,unstable,9.81,0.96,10.59,non-alpha,7,0.00,0.06,0.427,,,,,,,,,,,,
15,M,8/1/2011,2011,105.07,93.53,long dry,0.00,21.50,7,stable,9.95,0.96,12.27,non-alpha,2,62.00,-0.01,NA,,,,,,,,,,,,
50,N,8/2/2011,2011,108.32,99.71,long dry,0.00,21.50,19,stable,8.35,0.96,10.79,non-alpha,9,0.00,0.14,0.301,,,,,,,,,,,,
201,N,8/2/2011,2011,134.59,87.12,long dry,0.00,21.50,19,stable,9.84,0.96,12.86,non-alpha,7,0.00,0.14,0.524,,,,,,,,,,,,
21,N,8/2/2011,2011,174.75,159.56,long dry,0.00,21.50,19,stable,9.80,1.01,9.24,non-alpha,2,0.00,0.44,NA,,,,,,,,,,,,
113,F,8/3/2011,2011,93.78,134.01,long dry,0.00,21.40,10,unstable,8.35,1.01,12.37,non-alpha,5,55.00,0.07,0.391,,,,,,,,,,,,
187,F,8/5/2011,2011,83.78,66.81,long dry,0.00,21.30,10,unstable,8.58,0.95,8.66,non-alpha,6,0.00,-0.24,0.506,,,,,,,,,,,,
150,B,8/8/2011,2011,65.84,82.69,long dry,0.00,21.50,12,unstable,9.79,0.95,10.61,non-alpha,7,0.00,0.06,0.427,,,,,,,,,,,,
45,B,8/8/2011,2011,86.95,103.64,long dry,0.00,21.50,12,unstable,8.58,0.95,9.91,non-alpha,2,19.00,0.36,0.446,,,,,,,,,,,,
196,B,8/8/2011,2011,55.16,116.25,long dry,0.00,21.50,12,unstable,9.79,0.95,13.96,non-alpha,10,0.00,-0.24,NA,,,,,,,,,,,,
187,F,8/9/2011,2011,90.29,64.96,long dry,0.00,21.50,10,unstable,8.57,1.00,8.67,non-alpha,6,0.00,-0.24,0.506,,,,,,,,,,,,
73,F,8/9/2011,2011,70.86,96.36,long dry,0.00,21.50,10,unstable,9.78,0.94,12.87,non-alpha,2,45.00,0.25,0.642,,,,,,,,,,,,
172,M,8/10/2011,2011,101.40,39.86,long dry,0.00,21.60,7,stable,8.37,0.94,14.64,non-alpha,3,0.00,-0.31,0.517,,,,,,,,,,,,
37,L,8/10/2011,2011,72.48,57.65,long dry,0.00,21.60,5,unstable,8.33,0.94,9.88,alpha,1,0.00,0.71,NA,,,,,,,,,,,,
6,M,8/10/2011,2011,83.61,61.17,long dry,0.00,21.60,7,stable,8.33,0.94,9.11,alpha,1,38.00,0.17,NA,,,,,,,,,,,,
84,C,8/11/2011,2011,48.75,88.03,long dry,0.00,21.70,3,unstable,9.78,0.94,9.88,alpha,1,0.00,0.44,NA,,,,,,,,,,,,
114,F,8/12/2011,2011,65.51,105.11,long dry,0.00,21.80,10,unstable,8.56,0.93,8.16,non-alpha,3,0.00,0.72,0.350,,,,,,,,,,,,
102,F,8/12/2011,2011,98.65,77.13,long dry,0.00,21.80,10,unstable,8.32,0.93,9.68,alpha,1,0.00,0.55,0.476,,,,,,,,,,,,
154,F,8/12/2011,2011,67.29,41.20,long dry,0.00,21.80,10,unstable,8.32,0.93,9.78,non-alpha,4,0.00,0.25,NA,,,,,,,,,,,,
118,N,8/13/2011,2011,91.16,63.89,long dry,0.00,21.80,19,stable,8.32,0.93,8.64,non-alpha,4,12.00,-0.16,0.373,,,,,,,,,,,,
127,F,8/13/2011,2011,63.77,43.27,long dry,0.00,21.80,10,unstable,9.77,0.99,14.05,non-alpha,9,0.00,-0.24,NA,,,,,,,,,,,,
196,B,8/15/2011,2011,65.57,188.98,long dry,0.00,21.70,12,unstable,9.77,0.98,13.98,non-alpha,10,0.00,-0.24,NA,,,,,,,,,,,,
153,L,8/17/2011,2011,80.27,64.57,long dry,0.00,21.90,5,unstable,9.76,0.92,12.64,non-alpha,2,0.00,-0.29,0.555,,,,,,,,,,,,
27,B,8/17/2011,2011,73.54,69.94,long dry,0.00,21.90,12,unstable,9.76,0.92,17.46,non-alpha,8,28.00,-0.24,NA,,,,,,,,,,,,
136,N,8/18/2011,2011,109.24,101.23,long dry,0.00,22.00,19,stable,8.55,0.92,8.24,non-alpha,11,0.00,-0.16,0.286,,,,,,,,,,,,
162,C,8/22/2011,2011,79.68,48.36,long dry,0.00,22.00,3,unstable,9.75,0.91,12.33,non-alpha,2,0.00,-0.34,0.301,,,,,,,,,,,,
98,C,8/22/2011,2011,74.47,202.66,long dry,0.00,22.00,3,unstable,9.89,0.97,16.33,non-alpha,3,0.00,-0.34,NA,,,,,,,,,,,,
84,C,8/22/2011,2011,80.28,73.21,long dry,0.00,22.00,3,unstable,9.75,0.96,9.91,alpha,1,0.00,0.44,NA,,,,,,,,,,,,
61,N,8/22/2011,2011,116.84,106.89,long dry,0.00,22.00,19,stable,8.54,0.96,9.66,non-alpha,6,10.00,0.54,NA,,,,,,,,,,,,
153,L,8/24/2011,2011,82.28,70.94,long dry,0.00,21.90,5,unstable,9.74,0.90,12.66,non-alpha,2,0.00,-0.29,0.555,,,,,,,,,,,,
61,N,8/25/2011,2011,158.64,86.54,long dry,0.00,21.90,19,stable,8.29,0.90,9.67,non-alpha,6,10.00,0.54,NA,,,,,,,,,,,,
114,F,8/26/2011,2011,131.84,62.05,long dry,0.00,21.80,10,unstable,8.28,0.90,8.20,non-alpha,3,0.00,0.72,0.350,,,,,,,,,,,,
187,F,8/26/2011,2011,140.42,103.88,long dry,0.00,21.80,10,unstable,8.28,0.90,8.72,non-alpha,6,0.00,-0.24,0.506,,,,,,,,,,,,
200,N,8/29/2011,2011,99.74,310.68,long dry,0.00,21.80,19,stable,9.73,0.95,10.18,non-alpha,10,0.00,-0.16,NA,,,,,,,,,,,,
194,N,8/29/2011,2011,145.34,77.76,long dry,0.00,21.80,19,stable,9.73,0.89,16.54,non-alpha,15,0.00,-0.16,NA,,,,,,,,,,,,
70,B,9/5/2011,2011,107.75,63.55,long dry,0.00,21.70,13,unstable,8.26,0.87,7.82,non-alpha,13,7.00,-0.24,0.382,,,,,,,,,,,,
84,C,9/5/2011,2011,56.75,45.91,long dry,0.00,21.70,5,unstable,9.85,0.87,9.95,alpha,1,44.00,-0.32,NA,,,,,,,,,,,,
45,B,9/7/2011,2011,100.44,71.17,long dry,0.00,21.80,13,unstable,8.49,0.86,9.99,non-alpha,2,0.00,-0.24,0.446,,,,,,,,,,,,
73,F,9/7/2011,2011,93.30,67.22,long dry,0.00,21.80,10,unstable,9.70,0.86,12.95,non-alpha,3,0.00,-0.25,0.642,,,,,,,,,,,,
12,B,9/7/2011,2011,145.04,80.41,long dry,0.00,21.80,13,unstable,9.70,0.86,11.28,non-alpha,4,8.00,-0.24,NA,,,,,,,,,,,,
162,C,9/8/2011,2011,95.60,41.27,long dry,0.00,21.80,5,unstable,9.84,0.86,12.38,non-alpha,3,56.00,-0.02,0.301,,,,,,,,,,,,
10,N,9/8/2011,2011,101.30,67.21,long dry,0.00,21.80,19,stable,9.70,0.86,23.12,non-alpha,19,0.00,-0.15,0.593,,,,,,,,,,,,
6,M,9/8/2011,2011,69.23,52.99,long dry,0.00,21.80,7,stable,8.49,0.86,9.19,alpha,1,0.00,0.32,NA,,,,,,,,,,,,
112,F,9/9/2011,2011,199.40,110.42,long dry,0.00,21.90,10,unstable,8.25,0.86,19.32,non-alpha,10,0.00,-0.25,0.299,,,,,,,,,,,,
189,F,9/9/2011,2011,152.97,46.68,long dry,0.00,21.90,10,unstable,8.49,0.86,11.72,non-alpha,6,28.00,-0.25,0.313,,,,,,,,,,,,
114,F,9/9/2011,2011,55.86,58.06,long dry,0.00,21.90,10,unstable,8.25,0.86,8.24,non-alpha,2,24.00,0.60,0.350,,,,,,,,,,,,
113,F,9/9/2011,2011,92.03,64.66,long dry,0.00,21.90,10,unstable,8.49,0.86,12.47,non-alpha,5,22.00,-0.25,0.391,,,,,,,,,,,,
77,F,9/9/2011,2011,111.52,239.07,long dry,0.00,21.90,10,unstable,9.84,0.92,16.77,non-alpha,8,0.00,-0.25,0.514,,,,,,,,,,,,
127,F,9/9/2011,2011,66.11,93.94,long dry,0.00,21.90,10,unstable,9.70,0.86,14.13,non-alpha,9,0.00,-0.25,NA,,,,,,,,,,,,
136,N,9/10/2011,2011,170.12,60.60,long dry,0.00,21.80,19,stable,8.48,0.86,8.30,non-alpha,11,7.00,0.70,0.286,,,,,,,,,,,,
194,N,9/10/2011,2011,67.35,55.32,long dry,0.00,21.80,19,stable,9.70,0.86,16.57,non-alpha,15,0.00,-0.15,NA,,,,,,,,,,,,
113,F,9/13/2011,2011,102.06,97.85,long dry,0.00,22.00,10,unstable,8.24,0.85,12.48,non-alpha,5,22.00,-0.25,0.391,,,,,,,,,,,,
61,N,9/13/2011,2011,165.06,465.68,long dry,0.00,22.00,19,stable,8.48,0.91,9.72,non-alpha,6,4.00,0.33,NA,,,,,,,,,,,,
187,F,9/14/2011,2011,121.86,97.50,long dry,0.00,22.00,10,unstable,8.47,0.90,8.77,non-alpha,7,0.00,-0.25,0.506,,,,,,,,,,,,
37,L,9/14/2011,2011,116.46,79.57,long dry,0.00,22.00,7,stable,8.27,0.85,9.97,alpha,1,0.00,0.71,NA,,,,,,,,,,,,
127,F,9/14/2011,2011,87.35,88.74,long dry,0.00,22.00,10,unstable,9.82,0.85,14.14,non-alpha,9,0.00,-0.25,NA,,,,,,,,,,,,
81,B,9/14/2011,2011,76.06,101.45,long dry,0.00,22.00,13,unstable,9.68,0.85,10.77,alpha,1,22.00,0.54,NA,,,,,,,,,,,,
102,F,9/16/2011,2011,100.33,144.55,long dry,0.00,22.20,10,unstable,8.23,0.89,9.78,alpha,1,26.00,0.05,0.476,,,,,,,,,,,,
81,B,9/16/2011,2011,67.52,111.38,long dry,0.00,22.20,13,unstable,9.68,0.84,10.78,alpha,1,22.00,0.54,NA,,,,,,,,,,,,
84,C,9/19/2011,2011,56.38,78.50,long dry,0.00,22.40,5,unstable,9.67,0.84,9.99,alpha,1,44.00,-0.32,NA,,,,,,,,,,,,
189,F,9/20/2011,2011,83.95,75.03,long dry,0.00,22.50,10,unstable,8.22,0.83,11.75,non-alpha,6,28.00,-0.25,0.313,,,,,,,,,,,,
150,B,9/21/2011,2011,78.97,75.27,long dry,0.00,22.50,13,unstable,9.67,0.83,10.73,non-alpha,7,21.00,-0.24,0.427,,,,,,,,,,,,
45,B,9/21/2011,2011,96.85,105.26,long dry,0.00,22.50,13,unstable,8.21,0.83,10.03,non-alpha,2,0.00,-0.24,0.446,,,,,,,,,,,,
26,B,9/21/2011,2011,86.15,108.14,long dry,0.00,22.50,13,unstable,9.67,0.83,14.99,non-alpha,6,0.00,-0.24,NA,,,,,,,,,,,,
81,B,9/21/2011,2011,70.07,89.45,long dry,0.00,22.50,13,unstable,9.67,0.83,10.79,alpha,1,22.00,0.54,NA,,,,,,,,,,,,
61,N,9/22/2011,2011,87.05,121.93,long dry,0.00,22.70,19,stable,8.45,0.87,9.75,non-alpha,6,4.00,0.33,NA,,,,,,,,,,,,
187,F,9/23/2011,2011,134.34,138.40,long dry,0.00,22.70,10,unstable,8.21,0.87,8.79,non-alpha,7,0.00,-0.25,0.506,,,,,,,,,,,,
33,L,9/23/2011,2011,86.43,79.89,long dry,0.00,22.70,7,stable,9.70,0.87,10.99,non-alpha,4,0.00,-0.37,NA,,,,,,,,,,,,
50,N,9/24/2011,2011,107.08,65.92,long dry,0.00,22.80,19,stable,8.21,0.82,10.93,non-alpha,9,18.00,-0.15,0.301,,,,,,,,,,,,
94,N,9/24/2011,2011,85.64,86.55,long dry,0.00,22.80,19,stable,9.66,0.82,16.35,non-alpha,17,0.00,-0.15,NA,,,,,,,,,,,,
174,N,9/27/2011,2011,104.16,185.33,long dry,0.00,23.10,19,stable,9.65,0.87,16.09,non-alpha,18,5.00,-0.15,0.445,,,,,,,,,,,,
49,N,9/27/2011,2011,102.02,52.00,long dry,0.00,23.10,19,stable,8.20,0.86,11.73,non-alpha,13,0.00,-0.15,0.707,,,,,,,,,,,,
6,M,9/27/2011,2011,82.03,57.63,long dry,0.00,23.10,7,stable,8.20,0.81,9.24,alpha,1,0.00,0.32,NA,,,,,,,,,,,,
189,F,10/3/2011,2011,158.44,98.25,long dry,0.00,23.50,11,unstable,8.42,0.80,11.79,non-alpha,6,100.00,0.05,0.313,,,,,,,,,,,,
114,F,10/3/2011,2011,107.76,72.22,long dry,0.00,23.50,11,unstable,8.42,0.84,8.31,non-alpha,2,0.00,0.35,0.350,,,,,,,,,,,,
113,F,10/4/2011,2011,135.05,105.58,long dry,0.00,23.60,11,unstable,8.42,0.84,12.54,non-alpha,5,0.00,-0.25,0.391,,,,,,,,,,,,
3,N,10/4/2011,2011,112.45,67.80,long dry,0.00,23.60,20,unstable,9.63,0.79,16.79,non-alpha,16,0.00,-0.14,0.421,,,,,,,,,,,,
150,B,10/4/2011,2011,121.39,65.55,long dry,0.00,23.60,12,unstable,9.63,0.84,10.77,non-alpha,8,0.00,-0.24,0.427,,,,,,,,,,,,
174,N,10/4/2011,2011,181.27,64.67,long dry,0.00,23.60,20,unstable,9.63,0.79,16.11,non-alpha,18,0.00,-0.14,0.445,,,,,,,,,,,,
49,N,10/4/2011,2011,116.93,88.24,long dry,0.00,23.60,20,unstable,8.42,0.79,11.75,non-alpha,13,0.00,-0.14,0.707,,,,,,,,,,,,
15,M,10/5/2011,2011,116.73,76.54,long dry,0.00,23.60,6,unstable,9.63,0.79,12.44,non-alpha,2,51.00,-0.24,NA,,,,,,,,,,,,
154,F,10/7/2011,2011,66.45,94.33,long dry,0.00,23.80,11,unstable,9.02,0.79,9.93,non-alpha,4,0.00,-0.25,NA,,,,,,,,,,,,
162,C,11/2/2011,2012,127.91,36.74,short rain,24.00,24.10,6,stable,9.59,0.73,12.53,non-alpha,3,0.00,0.04,0.301,,,,,,,,,,,,
113,F,11/3/2011,2012,86.67,82.50,short rain,24.00,24.20,9,unstable,8.34,0.72,12.62,non-alpha,6,0.00,0.09,0.391,,,,,,,,,,,,
204,B,11/3/2011,2012,119.90,120.04,short rain,24.00,24.20,13,unstable,9.55,0.72,18.88,non-alpha,10,0.00,-0.21,0.613,,,,,,,,,,,,
189,F,11/5/2011,2012,78.80,56.19,short rain,24.00,24.30,9,unstable,8.09,0.72,11.88,non-alpha,7,0.00,-0.21,0.313,,,,,,,,,,,,
113,F,11/5/2011,2012,81.42,70.96,short rain,24.00,24.30,9,unstable,8.33,0.72,12.63,non-alpha,6,0.00,0.09,0.391,,,,,,,,,,,,
73,F,11/5/2011,2012,172.04,77.82,short rain,24.00,24.30,9,unstable,9.54,0.72,13.11,non-alpha,4,0.00,-0.21,0.642,,,,,,,,,,,,
154,F,11/5/2011,2012,89.61,70.48,short rain,24.00,24.30,9,unstable,8.33,0.72,10.01,non-alpha,5,0.00,-0.21,NA,,,,,,,,,,,,
150,B,11/7/2011,2012,181.35,52.72,short rain,24.00,24.20,13,unstable,9.53,0.72,10.86,non-alpha,8,0.00,-0.21,0.427,,,,,,,,,,,,
66,C,11/7/2011,2012,101.53,113.17,short rain,24.00,24.20,6,stable,9.53,0.72,7.98,alpha,1,100.00,0.34,NA,,,,,,,,,,,,
136,N,11/8/2011,2012,77.38,73.65,short rain,25.00,24.40,19,unstable,8.32,0.71,8.46,non-alpha,3,32.00,0.34,0.286,,,,,,,,,,,,
50,N,11/8/2011,2012,131.75,116.35,short rain,25.00,24.40,19,unstable,8.32,0.75,11.05,non-alpha,9,10.00,0.16,0.301,,,,,,,,,,,,
3,N,11/8/2011,2012,144.67,99.38,short rain,25.00,24.40,19,unstable,9.53,0.71,16.89,non-alpha,13,11.00,-0.14,0.421,,,,,,,,,,,,
21,N,11/8/2011,2012,184.22,99.90,short rain,25.00,24.40,19,unstable,9.58,0.71,9.51,non-alpha,2,16.00,-0.14,NA,,,,,,,,,,,,
177,L,11/9/2011,2012,82.47,58.21,short rain,28.00,24.50,7,unstable,8.32,0.71,14.75,non-alpha,2,0.00,0.55,0.508,,,,,,,,,,,,
153,L,11/9/2011,2012,147.82,111.08,short rain,28.00,24.50,7,unstable,9.53,0.74,12.87,non-alpha,3,0.00,0.26,0.555,,,,,,,,,,,,
146,L,11/9/2011,2012,116.86,98.86,short rain,28.00,24.50,7,unstable,9.53,0.71,15.04,non-alpha,6,0.00,-0.22,0.606,,,,,,,,,,,,
45,B,12/5/2011,2012,102.57,153.77,short rain,79.00,24.40,12,unstable,8.05,0.67,10.24,alpha,1,36.00,-0.17,0.446,,,,,,,,,,,,
160,B,12/5/2011,2012,118.50,138.01,short rain,79.00,24.40,12,unstable,9.46,0.81,15.53,non-alpha,5,0.00,-0.17,0.469,,,,,,,,,,,,
26,B,12/5/2011,2012,114.12,86.98,short rain,79.00,24.40,12,unstable,9.46,0.81,15.20,non-alpha,6,10.00,0.13,NA,,,,,,,,,,,,
187,F,12/6/2011,2012,170.22,116.30,short rain,83.00,24.40,9,stable,8.01,0.81,8.99,non-alpha,3,12.00,0.08,0.506,,,,,,,,,,,,
73,F,12/6/2011,2012,227.31,117.73,short rain,83.00,24.40,9,stable,9.45,0.81,13.19,non-alpha,5,0.00,0.26,0.642,,,,,,,,,,,,
153,L,12/7/2011,2012,133.73,87.11,short rain,83.00,24.30,8,stable,9.45,0.80,12.95,non-alpha,3,22.00,0.02,0.555,,,,,,,,,,,,
146,L,12/7/2011,2012,169.72,83.58,short rain,83.00,24.30,8,stable,9.45,0.80,15.12,non-alpha,7,10.00,-0.28,0.606,,,,,,,,,,,,
144,B,1/2/2012,2012,108.45,111.36,short rain,22.00,24.60,10,unstable,9.38,0.59,15.39,non-alpha,7,0.00,-0.22,0.539,,,,,,,,,,,,
81,B,1/2/2012,2012,118.84,132.01,short rain,22.00,24.60,10,unstable,9.38,0.73,11.07,alpha,1,0.00,-0.22,NA,,,,,,,,,,,,
73,F,1/5/2012,2012,181.53,113.60,short rain,13.00,24.50,8,unstable,9.37,0.57,13.28,non-alpha,5,0.00,-0.24,0.642,,,,,,,,,,,,
45,B,1/9/2012,2012,78.42,98.82,short rain,13.00,24.80,10,unstable,8.77,0.58,10.33,non-alpha,4,34.00,-0.22,0.446,,,,,,,,,,,,
162,C,1/13/2012,2012,223.31,85.73,short rain,13.00,24.90,6,unstable,9.35,0.55,12.73,non-alpha,2,100.00,0.34,0.301,,,,,,,,,,,,
153,L,1/13/2012,2012,136.71,96.35,short rain,13.00,24.90,7,unstable,9.35,0.55,13.05,non-alpha,3,9.00,-0.27,0.555,,,,,,,,,,,,
66,C,1/13/2012,2012,156.07,88.19,short rain,13.00,24.90,6,unstable,9.35,0.56,8.16,alpha,1,0.00,0.22,NA,,,,,,,,,,,,
33,L,1/13/2012,2012,92.63,70.20,short rain,13.00,24.90,7,unstable,9.35,0.71,11.30,non-alpha,5,52.00,-0.27,NA,,,,,,,,,,,,
73,F,1/16/2012,2012,136.08,85.20,short rain,13.00,24.80,8,unstable,9.34,0.54,13.31,non-alpha,5,0.00,-0.24,0.642,,,,,,,,,,,,
150,C,1/17/2012,2012,124.96,94.22,short rain,11.00,24.80,6,unstable,9.34,0.53,11.06,non-alpha,5,0.00,-0.26,0.427,,,,,,,,,,,,
